participant_id,track_id,full_response_text
323,a,Peaceful tune/I like the original song and I like this cover because she has a beautiful voice./Lovely song and a nice relaxing one to listen to at the end of the day or while working./No I don't have any particular relationship/memories associated with this song.
323,b,"A bit embarrassed, to be honest!/I liked a couple of the more popular songs from Justin Bieber's most recent album and it was easier to just download the whole album. To be honest, I don't know this song at all and don't really like it./It's a bit too techno-y./No, I liked a few of the other songs on the album and listened to them A LOT, but I don't know this one and have never listed to it the whole way through."
324,a,"Slow, melodic, depressing/I like to musicality of the travk/it makes me thoughtful/no"
324,b,"Summer/happy/thoughtful//Really like the band/MAKES ME THINK OF HAPPY TIMES/Yes, sort of. I have known the track for a ling time and it brings back times gone"
325,a,"Car journey up north with my mate./Good song, even better album./Got a good sort of beat, like calvin harris's music, me and my mate both love this album./Yes, in a way, only that it brings back memories of our music on our many hours in a car together."
325,b,"The music video for this song comes to mind first for some reason./Liked the original, love oliver heldens, put the two together, pretty awesome remix./Really good remix of a good song, puts me in the clubbing mood./No not really, just really like it, always liked oliver heldens."
326,a,"It reminds me of being in LA/I just love the song, really great vibe. /I think it's really interesting songwriting and it just makes me feel good!/Not really other than liking the song. "
326,b,"I feel excited when it starts playing as it's such a cool build up before he starts singing - a lot of anticipation. /Again I absolutely love it. /I love the lyrics, I love his voice. This version in particular is a live one and it's so atmospheric./I think I do yes. The lyrics are really meaningful to me, and it's a song a really close friend and I have discussed so it feels like it's part of that somehow. "
327,a,"Surprised but pleased to hear it/It was recommended to me by my boyfriend./It's quite upbeat, I like their voices- I like most of their songs!/Yes- we would always listen to the album on long car journeys in the summer, it brings back happy memories."
327,b,"I don't know the music lingo to say exactly what I like it, but their music is unusual and yet super satisfying to listen to, so excitement!/It is a brilliant album. /I haven't overplayed it yet!/It triggers a memory of winter... I don't know if that's a relationship as such but I just get these feelings taking me back to when walking home in the cold and then getting into a warm car and listening to it."
328,a,"Sheep/I enjoy listening to Mike/Easy listening track. Lyrics are about life./No, I don't tell lies."
328,b,The future /Easy listening artist sings about life /I purchase all music by passenger he is a local artist and enjoy his music/Not really 
329,a," Slightly like slipknot. it reminds me of the game ""need for speed underground 2"" a little. The repetitive riffs make me think of grinding the same missions or tasks in work or certain games. There is a certain anger, or energy brought by the vocals that makes me knuckle down, but the guitar is mostly happy and upbeat.  /went through a phase of listening to the GazettE, but i still think its good./energetic and upbeat. I don't get too distracted by the lyrics as I don't speak Japanese. helps me focus and power through./nope. It's just a song I quite like."
329,b,"OOOhhh hot damn. It makes me think of early summer with my partner, looking out of our (fictional)apartment in the city, taking in the morning sunshine. preparing to make plans for the park, food, later that evening games. all the while dreaming in her eyes, dancing my fingers across her skin... and so on./because it's great. almost always makes a bad mood good and a good mood better./the music is very warm and happy. The lyrics remind me of love of course, but it reminds me of my granddad. In his stories he likes to portray himself as a confident slick gentleman, always had a way to sweep the women off their feet and always had a joke for the lads. He was brought up without much money, but had such a connection to people. So it makes me imagine myself as a smooth talking gent speaking full of love to my partner, in a way that we don't need money or a grand life, just each other and a bright new day./I really feel it's a simple song that says a lot, so I went to learn it to impress my "
330,a,Emotive/Seeing them at an upcoming gig/I enjoy singing along/No
330,b,Heavy/Seeing them at an upcoming gig/Makes me excited to see them next month/No
331,a,Calming /Reminds me of old times /Calming with a good beat and good memories /Yes 
331,b,"I love this song, calming and world peace /Makes me emotional /Beautiful song /Yes. Amazing lyrics "
332,a,"The beat is very catchy/It's a fun and upbeat song to listen and dance to/It's got a good beat and it's fun to see if you can remember all the many many lyrics/Yes, me and my friends used to listen to for a silly break when we were revising US history because it's got lots of things about 20th century history in the lyrics."
332,b,"The nice tinkly piano intro/I've always liked the song/It's empowering and fun to sing along to/Yes, my dad really likes the song"
333,a,"Very calming and relaxed/Catchy enough that I can listen to it many times/Good production value, nice instrumentals/No, I just enjoy it as a song to listen to"
333,b,"It's not really the kind of thing I usually listen to/I downloaded the whole album at a friend's request, I enjoy a couple of the songs but not this one /It's quite repetitive and slow/No, it's only on the playlist because I downloaded the whole album "
334,a,"Fanfare brass/Part of my History III Examination playlist/Not something I would choose to listen to in my free time/No, I just listened to extract of the symphony for my learning and was not inspired or changed by it so have not listened to it since"
334,b,"Hallucinating and trance like/For my History III exam/Hypnotic but also interesting /No, I just began to listen to it for my exam and have not listened to it since"
335,a,"Abstract./I study contemporary composition./It is technically interesting and has moments of beauty, but ultimately the harmonic language and lack of a perceivable beat alienates me. /No."
335,b,"Cheesy./I like a lot of music by Ray Charles, though not all of it, including this song. However, this track is on an album of his I chose to import. /The sweeping strings and orchestration throughout make it cheesy in my eyes (ears). It also lacks a groove./No"
336,a,"It reminds me of when I used to listen to it with friends around 18 months ago. I also subsequently went to see this act live, so I think of when I was there hearing this live./I saved it to this playlist to listen to when walking around./I enjoy it because of the memories it evokes, which in turn remind me of why I liked the song in the first place - I think it's quite atmospheric and gradually builds throughout the song but doesn't really go anywhere./Yes, because it is intimately linked to the social situations in which I used to listen to it."
336,b,"I used to listen to this playlist walking around so I vaguely associate it with walking around in the summer/I have it on a playlist I like to listen to when walking around so I suppose it is because of the atmosphere the song creates which I like to have/I enjoy it because I think it is an interesting track/No, I haven't listened to it very much, or as much as other tracks, so I don't feel I have such a relationship with it"
337,a,"I love Aquilo, but haven't listened to them for ages. /I saw Aquilo at a festival a couple of years ago and felt a connection to their music, so when their album finally came out I saved the full LP to my Spotify. I haven't listened to this track much./From the title you expect it to be sad, but it's actually up lifting. The lyrics are very honest. /No"
337,b,"I love this song, especially the acoustic version because Sigrid sounds so raw. The lyrics are empowering. It makes me feel good. /I had it on repeat for a while. /I find the lyrics relatable. I enjoy listening to this track when I need reminding why I started. It's a strong message about not letting anyone bring you down and standing up for who you are, and what you believe in. /When I first heard the song, I thought it was about a boy, love, a relationship â€“ the usual stuff girls sing about. I did some reading around the song and I learned it was written about a session that didn't go so well. Then the song took on a whole new meaning for me. I recently saw Sigrid live with my best friend and we both relate to this song in the same way. So that was a moment. "
338,a,"It gives me energy. /I saved it as soon as the album came out so I could learn the lyrics and get to know the song better before seeing RTJ perform it live. /I run and workout to this track. Or if I'll listen before a night out. I love the lyrics. It's a fun track. /Yes. I've seen RTJ live a few times, at the Roundhouse and at a few festivals including Primavera Sound in Barcelona. It takes me back to the summer. "
338,b,I used to have it on repeat but haven't played it for ages. /I liked another song by Vaults so I saved their album. /I like the lyrics and the production. /No.
339,a,"Happiness, swing dancing/I saw the show on Broadway in August, and fell in love with the songs, music, and story of love and swing dancing.  It makes me feel happy and want to dance./I enjoy the singers voice, and tune of the music.  I can imagining dancing to it.  The song, story is about the character's determination to succeed./""YesI love swing dancing, and it's swing music.  I saw the show, and the bought the CD."""
339,b,"Swing dancing, happiness./I already had two other versions of this song on my iPod.  And love the song, so wanted another version, so I could listen to them all one after one another./It's romantic, makes me forget about life, and just concentrate on the beat of the music./""Yes"
340,a,Epic...beautiful...haunting...poetic...evocative/All the reasons above...its glorious/Its one of those great tracks that builds to a climax and doesn't disappoint... great dynamics.../Its like a well appreciated mistress...
340,b,"I've got a video of All That Jazz song on iPod - I think from Broadway production.  I enjoy watching the dance moves in it."""
341,a,"My Dad. He used to play the guitar and sing the song to me when I was a child./I find it really uplifting and positive due to the memories it evokes, and I also think it's a really nice song./It really relaxes me and gives me space to think./Yes. It's a track from my childhood. My Dad used to play the song when I was a toddler in the bath."
341,b,"You know the guitar part coming is going to be spine tingling...more emotions in about 2 minutes of playing than an entire season of ...../Aural pleasure...pure and simple...like dripping honey to my ears.../It scales heights few get near...and you know its going to make you reach for the old air guitar.../I dare say we were bedfellows at some juncture...Darkness, stars and flashing lights./It's upbeat, rhythmically fun and melodically simple. It's great to sing and walk along to./I find that I can feel the music throughout my whole body. It makes me want to move and tap and create music of my own. It also allows me a lot of thinking space, to imagine other things and think about ideas/possibilities/scenarios freely./Yes, it's a track I share with my brother. We will sing along to it whenever we are together and it comes on, and I can't help but think of that whenever it comes on."
342,a,"Vocals are low for a female voice./The strong beat is great for running./It is repetitive enough that it is easy to understand and remember, and the beat makes you want to move/dance./Yes. The song transports me to the times when I had the most frequent exposure to it (in the gym in my hometown), which means it is positive to me."
342,b,Uplifting/empowering/It is empowering./The lyrics are uplifting and the beat is strong./Yes. I have listened to it frequently and carefully enough that it means something to me.
343,a,"Danny Brown's high pitched inflection, which is always a smile-inducing moment.  /Because Atrocity Exhibition, which is the album White Lines is on, is a great and experimental listen - ""White Lines""is no exception. Also, I only ever listen to albums front to back, so no song is deleted from the album until I've made my mind up on the project in its entirety. /Because the instrumentation is amazing, Danny Brown is charismatic and lyrical on the track, and the whole concept of the song takes various detours, which is also awesome. /Music means the world to me, and every song I listen to evokes some type of feeling. White Lines does evokes a few different feelings and moods, depending on what part of the song is playing. "
343,b,"The emotional background vocals and the piano in the intro. It's right up my street./Because after listening to ""The Color in Anything"" it was one of about a handful of tracks I enjoyed listening to. And, it's a pretty as well as low key piece of music. /It's a pretty and emotional track, with a great chord progression as well as a nice instrumental build-up. Good vocals too. /To me it's a great track for darker, colder days. Not at all in a depressing way, but it has a cozy feel to me, despite it not being a super blissful track. "
344,a,"Its fun and makes me feel more upbeat. Sounds like summer to me, so makes me feel optimistic. I've often thought it would be a good alarm clock song because of the lyrics 'wake up now'./It's part of a Sunday playlist I have made when I am busy in the flat. Its upbeat so motivates me to do household chores/Its lively and makes me move more which gets my heart pumping and in turn gives me energy/Not really, it doesn't evoke memories, I just like it"
344,b,"I think it was originally from a movie soundtrack, so reminds me of a film/I shazamed it when I watched the movie because i hadnt heard it before and liked it/I find it dramatic and contemplative. Evokes my imagination, it is quite dreamy /Just from the movie"
345,a,"See the story below under ""Do you have a relationship with this track?""/All the music I own is saved to my iPod./KMD's music makes me feel nostalgic. I was only a toddler when it was coming out, but it was some of the first underground hip-hop that I got into and, because I only rarely listen to KMD these days, it brings me back to that time in my life./I actually prefer the track that follows this one on the album, but for a long time I thought that this title belonged to that track, which caused me confusion when I tried to put it on."
345,b,"I can't say that I know this song!/All the music I own is saved to my iPod. I bought a compilation, The Essential Daryl Hall & John Oates, because I like a handful of their hits, so I transferred that whole album to my iPod./I find a lot of Hall & Oates a tad cheesy for my taste, but I really enjoy their more upbeat tracks./I have no particular relationship with this song. In fact I can't really say I remember it."
346,a,"It's happy and upbeat, with a nice brass solo at the start and good beat 2 and 4 clapping that wants you to join in from the start!/I like this album as it has a lot of my favourite church songs and I enjoy singing along./It has lyrics which are uplifting and it is so catchy so I love joining in! I love the use of brass as well rather than just a normal band with guitars, vocals, keys and drums./Yes - I sing this at church so it has personal meaning to me."
346,b,I love the gentle acoustic guitar picking and the lyrics start straight away and I know this song very well so immediately I am engaged because I find this song so peaceful and it brings me joy./It is one of my favourite songs at church which I just find calms me and fills me with peace. It is from an album full of my favourite church music./I love being able to sing along and feel at peace and full of joy as the lyrics really speak to me./Yes - I perform it with my siblings and with friends at church so it has lots of meaning for me.
347,a,"Uplifting, feeling confident /Motivates me /It makes me feel confident /No"
347,b,"Bank holiday at Victorious Festival with my best friend /Reminds me of a wonderful few days over bank holiday, great weather and great friends/It's uplifting and brings back happy memories /Yes, reminds me of bank holiday"
348,a,"Ben Howard's a bit of an embarrassing artist to have on the playlist! But it's a gorgeous song/It's a great song that's nice and slow to relax to/It's been a while since I've heard it and it's a beautiful, slow melody/Yes a little bit, I was listening a lot to this artist a few years ago when a relationship wasn't going so well, and it's the kind of song you listen to when you're feeling a bit lonely "
348,b,"Stunningly beautiful song by my favourite band/It's by my favourite band and it's an incredible song, I couldn't not have it saved/The lyrics are gorgeous, the melody's are incredible, and it creates such a strong emotion of something but you're not exactly sure of what/Yes, I probably have at least some relationship with pretty much every song I have saved. I was listening to this band and this album when I was about 17 and not really enjoying school or my personal life and this band helped me to feel like there was a little more out there. "
349,a,I love the lyrics - a very familiar song./I love the lyrics so I can sit and listen to it or sing along. It's also good a steady rhythm and is quite calming so is good to do housework or study to./It is familiar to me and brings back memories./Yes - I have listened to this song lots so I have memories of doing different things with this music in the background.
349,b,"This is fun, I haven't listend to this song in ages./It is a song that was in an album which I knew quite well but I didn't really know this song./It's got a really good drum beat and I love the lyrics./No - I have only listened to it a few times and not intentionally, I hear it in the background when I've been listening to this album but I don't massively know it."
350,a,"The first time I heard it, when practicing for a band I was singing in for a Christian Union event at Leeds University./The songs lyrics are really important to me as a Christian: 'Find me here at your feet again, everything I am, reaching out I surrender'. Those words are something I try to do daily, and so I have in my playlist to worship God./Important lyrics, catchy tune = enjoyable/Yes - I use it as a way to praise and worship God."
350,b,"How true and relevant the lyrics are./It's a worship song I have loved since I first heard Rend Collective live at 'Soul Survivor' a Christian week in summer for teenagers. /I enjoy the melody, it has an folk song feel that is fun./Yes, as a song of worship it helps me to connect and praise God. The song makes me excited to worship God and it's lyrics help remind me of the truth of the Gospel, that God will lead me through any storm."
351,a,Nothing/Don't remember/Seems fine/No
351,b,Nothing/I was looking for songs that referenced north west london/???/No
352,a,"my hometown in Brazil/I really like the song/I love the artist's voice/Yes, it gives a connection with my past and my culture"
352,b,"my friend/it reminds me of a festival I went to/It gives me good memories of my friend/yes, I saw the band live various time with my friend"
353,a,Summer dancing party happiness/Make me relax/It's catchy and dancing makes you go back yo summer holiday memories/Yes have been listebing it on many holidays like argentina etc
353,b,Dancing classicold times /I used to dance salsa and latin dances so this was one of the songs we were dancing on/It is very relaxing /My mom was listening to it when she was pregnant with me 
354,a,"""Reminds me of a weird period in my life ""/I bought the album but it is not the song i usually listen to/It was not the song I wanted to have but came part of the album/No, not this track but with the artist for other songs"
354,b,"Reminds me of the movie that I really liked. Rita looked very sexy in the movie and the music serves as a reminder to this. Her dances were great/I really liked it in the movie and then searched a long time on youtube. When i found it i had to save it on my phone/Makes me happy! ... and same as above. Reminds me of he great move and Rita acting in it. /Yes, through the movie and singer. It reminds me of the people i watched the movie with, especially my best friend"
355,a,"Summer days and optimism is the first thing that comes to mind when I hear this track./I choose to save this track because it makes me feel good./I enjoy the track because its a great feel good song with a great bass line and an uplifting chorus./Yes, it reminds me of good times in the summer."
355,b,"50's nostalgia./It has a nice relaxed vibe for background music./I love soul music and this track has a nice rhythm./No, its just a nice soul song to me."
356,a,"Fun, easy listening/It's a fun tune, that I could swing dance to./I can enter a make believe world, and not worry./No - I it's not my favourite song, but it's ok"
356,b,"Swing dancing, fun, fitness, smiling/It's the third version of All That Jazz I have.  It's a great, uplifting, tune and words.  Her voice is a good match to the music/""I enjoy because it's a different version to Catherine Zeta-Jones, but I don't enjoy it because it's not as good as Catherine Zeta-Jones'.It's sensual and fun.""/""Yes It's my favourite jazz/swing song.  I've social danced to it twice."""
357,a,Seeing them live at 02 arena /Big fan of the Foo Fighters /Real upbeat rock n roll/No 
357,b,"My partner /Love guns n roses/Very exciting song , loud and fast/Yes , it reminds me of all the times my partner and I see guns n roses"
358,a,"The Olympics, I think for some reason, I confuse it in my mind Vangelis and associate it with Chariots of Fire./I really enjoy the combination of powerful natural percussion and synthetic melody as well as the use of dynamics./It is powerful and rousing for when motivation is low./No. It's just a tune that I've probably picked up as part of my dad's influence"
358,b,"Learning to play the lead guitar part as a young teenager in a bid to impress my bandmates./I was a big fan of the Britpop era when I first started listening to music and had the Moseley Souls album on cassette as a child./It has a really strong guitar riff and I like the texture of the vocals./Yes. I remember it being on one of the first albums I owned as a child and, later, playing a very dubious cover of it in a band aged 13 or 14."
359,a,Dancing/Makes me feel good/It is lively and uplifting/I dance to it a lot
359,b,Sadness /I like their music and it means something to me/I like this type of music/It was a sad time in my life
360,a,"Fun! Also, an A level set piece that I tutored a neighbour on a few years ago, and one of the first pieces I owned on LP as a teenager./As part of tutoring an A level student./It reminds me of the TV cartoon 'Ludwig' (1980?) which used this music and prompted me to buy the LP. The cartoon 'Ludwig' (and its music - all Beethoven!) validated my interest in classical music, which otherwise set me somewhat apart from peers at school./""?? I don't understand this question, beyond what I've said above - which IS my relationship to this track. (So it's a 'Yes' and 'As above')I don't listen to it regularly - only Shuffle brought it up. But a delight!"""
360,b,"My son, who has downloaded this track on my account (a family sharing one). He also plays guitar, and sometimes plays along to Linkin Park tracks - one of his favourite bands./As above, it was my son who actually saved the track. But this was with my permission, so part of supporting his interest in music./It's a bit raucous for me - unfamiliar, and neither 'beautiful' nor 'interesting' - but this shows my ignorance of the genre and the band as much as anything./Only through my son, who listens to it. 'No' - it's the first time I've heard it."
361,a,"Such a good tune, even though I'm not sure why I like it so much. It's very upbeat, catchy and a good song to belt out. I can imagine myself driving in my car with this song on full volume, singing along very loudly and being rather embarrassing. /My iPod is pretty old and I don't update it often so I usually keep lots of older songs on there. I saved this on my iPod quite a few years ago because I was a fan of their music. I've always liked Maroon 5 so I haven't really got a reason to take it off. /Maroon 5 is a bit of a guilty pleasure for me. This Love is just such a classic song- everyone knew it when I was younger and people would always absolutely love it when it came on./I wouldn't say I have a particular personal relationship with this track but it often puts me in a good mood when I hear it. "
361,b,"I love the Black Keys but it's kind of bitter sweet because my ex-boyfriend gave me this album so it unfortunately reminds me of him./My ex-boyfriend gave me the CD as a present and I really liked it so put it on my iPod. /Although the track does have some negative connotations for me, I still do really like the song. It's good to sing along to and a bit different from some of the other more cheesy music on my iPod. I think I would enjoy it more if it didn't bring back certain memories./I wouldn't say I have a particular relationship with this specific track- more with the band. I think as time has gone on, I've associated it with my ex-boyfriend less and less but I don't think I'll be able to listen to it without vaguely thinking about him in one way or another. "
362,a,"The point in the story when it is, and how emotional this scene is. /I really love Wicked and like to listen to showtunes when working/in general/It's quite steady and relaxing so it's a nice song to just listen to when I want a quiet moment/Wicked was one of the first musicals I ever listened to in full and have seen more than once, so this song and soundtrack in general has quite a nostalgic and reassuring feel to me. "
362,b,"Childhood throwback. /I quite like revising to this kind of beat - helps me tune out from the world around me. /I like the musicality of it, plus it has a nice beat and you don't really need to focus on the song too much - it can just play in the background. /Not really, it's just a song to me that I remember from year 8 and occassionally pops up on my shuffle."
363,a,"Motivation /It's catchy, but also a feel good song. It's a great track to walk to, or to listen to when going to the gym. /It has a good beat that makes it very catchy. Easy to dance to. /Yes - I have been listening to it lots for the past few days. Have been feeling quite angry with a particular person, so it's been a great song to listen to for feel-good purposes, and to motivate me to focus on other good things instead. "
363,b,"Sexy /Have always been a fan of the artist/group /It's a catchy tune, and feels very sexy /No - it doesn't necessarily mean a lot to me, it's simply just a song that I listen to to feel good about myself"
364,a,"Seeing the band live in Tokyo two summers ago in a live house in Shibuya./The whole album by Melt-Banana is amazing, so I downloaded the whole thing./Interesting mix of repetitive guitar loops at the beginning and musique concrÃ¨te-esque weird croaking sounds in the second part of the song. I really enjoy how unapologetically strange their style is; the guitar part could've maybe gone on for longer though./No, I haven't listened to that many times and I don't feel like I have any kind of emotional connection with the song. However, it does evoke nice memories of my holiday in Japan so maybe that's a small connection ? "
364,b,"Listening to Arctic Monkeys in school. I still have all the songs from back then and they remind me of how much my tastes have changed./I used to be into them in school - don't listen to them anymore though so I'm not really sure why I still have them on iTunes./It feels a bit standard, like pretty normie/vanilla stuff. If it played on the car radio I'd turn it up and enjoy it but I'd never choose to put it on./No. It reminds me of school days but nothing much else."
365,a,"Amazing song to dance to, very uplifting music, but with bitter lyrics!/Absolutely love it, it's a perfect pop song./Great feel good song, despite the lyrics!/No; I discovered it through the Soft Cell cover version. Then when I discovered Gloria Jones was Marc Bolan's partner and that she was driving the car that he died in the song had a whole back story that is both beautiful and sad like the song."
365,b,"Takes me back to my teenage years, listening to the track on a Walkman./It's a favourite of mine, probably in the all time top 30/Absolutely love it!/Yes, when I was 15 I borrowed my brother's copy of New Order's album Substance and listened to it over and over discovering lots of new and amazing songs including this."
366,a,"Happy, chilled vibes/A well-known artist amongst our generation/Many of my favourite artists all in one track/No"
366,b,"Emotional but chilled vibes/Quite a catchy song, good beat/Lyrics have meaning.../No"
367,a,"How a love has gone bad/It's on an album I downloaded, therefore saves automatically/I like the band, I like the track. It tells me a story. It has a good vocalist. I like the music./Yes. I have a relationship with all tracks. This one is telling me of a yearning for a relationship not to be perceived as bad, and wishing it wasn't bad. But in reality, and to outsiders, it is not a healthy relationship."
367,b,"Wicked bass and riffs./It was on an album that I downloaded, so is automatically saved./It's a track from my favourite band. /Yes - it tells me of how painful relationships can be, of how one longs for a real connection with another, rather than all the shallow bullshit you get."
368,a,"Sounds very British /I have all the albums of this band as I like the band, so of course I would have this particular song too /This song is not really my favourite from the album/the band, it's all right but I don't think it's that special, so I'm pretty neutral about it. /No, I don't have any relationship with this particular track, it's not one of my favourites. "
368,b,"It's from the movie Dirty Dancing. /I really like it. /It reminds me of Dirty Dancing as it was used as a soundtrack in the movie and I really enjoyed the movie. /Rather than this particular track, I have a relationship to the movie Dirty Dancing where it was used as a soundtrack. I used to watch this movie with someone very important to me and we both loved it and every time we watched it we had a great time. So this song simply evokes good memories. "
369,a,It's a classic song/I downloaded the whole album as it was very cheap and I liked some of the other songs on it. /It's chilled and easy to listen to/No
369,b,"I'm pleased it's come up on shuffle/I really like the artist and the whole album/It's very chilled and I like the singer's voice/Yes, I listen to it quite often "
370,a,"I think of the time I saw this band live, and also makes me think of running by the sea as I used to listen to his song alot when running./I downloaded the whole album to listen to, normally when traveling on public transport or in the car or when out running./It is a fun and upbeat track./Yes - due to memories associated with hearing it live (when I had a nice evening out with a friend and enjoyed the concert) and listening to it alot when running in a nice environment by the sea."
370,b,"It is quite silly./It is on an album which I downloaded to listen to when driving in the car./It feels quite silly but tells a little story. It is quite fun to sing along too./Not really, I just think it is quite a funny song."
371,a,Vintage Rock/It's one of the best songs from the last 5 years/I enjoy listening to this track because this kind of stoner/psych rock is one of my favourite genres/No
371,b,"Great bass/Because of its bass part/As a bass player, I love to air play this song's bass part/No"
372,a,"Love the beat/Interesting production, great groove to the tune, I'm tapping my foot and swaying to the beat almost immediately./It's the beat and groove with this one. No lyrics, which adds a nice variety./No. I'm playing this off a main playlist that contains 3k or so songs. I don't really listen to albums anymore, just stick this playlist on shuffle, so whenever I come across something I like I add it to this playlist and every now and then it'll bubble to the top again."
372,b,"Interesting guitar riff with a good beat./Because it's a great track. Love singing this in the shower./It's a great marriage of beat and lyric. Dave Gahan has always been an interesting lyricist./Other than liking the band, not really."
373,a,"It happens to be the first track of the album, it makes me think of the album as a whole, about the album cover, and the time I saw this band play live. /I own the physical CD and wanted to have it available to listen to in my digital playlist as well./It's catchy; interesting instrumentation (especially in the chorus). /Yes, it reminds me of when I saw the band play live. "
373,b,"I don't recognise it./My playlist includes lots of instrumental music, which I like listening to during work or in the evening. Sometimes I add new albums, this one in particular I haven't had a chance to listen to much to yet./It's calming, and a pretty arrangement. /No, as I don't really know it (yet)."
374,a,"What a rare and random song to listen to, forgot I loved this song!/This was from a live show last year that I wanted to go to but couldn't, so I downloaded the show to listen to ./it's a great song, only complaint is it isnt the greatest quality recording/Yes, it's from a show in Boston that I wanted to go to but couldnt. This is not one of my favorite songs but would have loved to see it live"
374,b,"Funky, I want to dance!/I recently downloaded this album because I love this band and hadn't heard this album before. /Funky and fun music, no lyrics, just great to listen to, especially at work /Not really since I haven't really listened to it more than once (bc it was just added to my itunes last week)"
375,a,"It's not necessarily the first song I would have picked for myself, but I still like it/I like it/It's a good song/Not really, it's just a song I like."
375,b,"The time we sang it a karaokee/I like it/It's a fun song/Kind of. I mostly saved it because I like it, but we did sing it at the holiday party karaoke once."
376,a,"Scrubs (TV-Series), Handmaid's Tale (Netflix Series)/because I heard it in the two series above and liked it/I like its upbeat feeling and that it is different to what I normally hear/not really, I indicated the relationship above"
376,b,"programming computer music/because I like it and because I feel it summarises quite well what I do on a daily basis/because it is funny, for the reason giving above, it is interesting and not something you often hear in the outside world/as indicated above, I feel it is the hymn of computer scientists"
377,a,"Memories about concerts from this band that I've attended /Loved it as a teenager and still do. Lots of nostalgia attached to this song./I enjoy it both for the memories associated, and also because the song is upbeat, energetic and resonates with me./Yes, only in the sense I listened to it as a teenager always wanted to go to their concerts and finally got to go while I was in undergrad."
377,b,"Running/Exercise/I chose this track to have on my running playlist as well as to play while I do other physical activities/exercise./It is an upbeat, song with a strong beat that makes me want to move./Yes- I like to run to this song."
378,a,"The lyrics mean something/I like to listen to it before I go to sleep and imagine it playing alongside aspects of my own life./I love the build up./Yes, I feel like i relate to the lyrics big time."
378,b,"It's different/Lyrics give perspective/I enjoy it because it is full of emotion, also the flow of the music is really nice to listen to./No, I just think it is a bit of an inspirational song, that's really nice to listen to."
379,a,"It's from A level music â€“Â we studied it in upper sixth. Frankly it's kind of a ridiculous piece â€“Â it has these mad trombone glisses all over the place â€“ the whole concept of a movement with tenor trombone and double bass soloists is a bit mad. It's a good performanceÂ â€“ I haven't listened to this recording much but it's very energetic./I listen to a quite eclectic range of music, this piece cheers me up because it reminds me of sixth form music lessons â€“ I also play it to people to show them Stravinsky isn't all dissonant and scary. I saved it to my phone because I intended to play it on student radio last term./It's a very cheerful piece â€“ I can't really think of anything that sounds remotely like it. It's one of those pieces that can actually make you laugh out loud the first time you hear it â€“ although that may be just the comedic value of a  well timed trombone gliss.../Yes - it was a set work for my A level music â€“ and then came up again in my degree when studyin"
379,b,"The instrumentation - and the recording - are sublime. There are also a ton of nice modulations, and a sick trumpet solo. /It's part of the Sgt. Pepper album â€“ one of my favourite beatles albums./It's just really well written â€“Â the modulations, harmony, instrumentation, lyrics are all amazing. Also you can't not be cheered up by a clarino trumpet solo in a pop song. It's happy and melancholy at the same time./Yes â€“ my music teacher loves the beatles, this album in particular. We did a concert of Beatles music in school â€“Â he arranged all the pieces for choir and orchestra, it was incredible."
380,a,"Matches situations I've been in recently when I felt like I was being messed with, getting mixed messages about whether or not a particular person wanted me around./I listen to it while training on a rowing machine/It also reminds me of painting the kitchen with my parents, which happens to be a time when I took control of my social situation (with their help) and made my own decision to separate from the person who was messing me around.  So the memory of that helps me to feel strong, which I guess is important on a rowing machine./Yes.  See above."
380,b,"Rowing/To use while rowing/It's a ""hype track"" which I picked up by suggestion from another rower, not because I found it for any personal reason or enjoyed it the first time I listened.  I've just taken it off my playlist haha/Not really"
381,a,"Omg! I have listened to this song so many times but it is still exciting! How is it posiible? It is a magical composition!/This song gives me chills every time when I am listening to it. It is also very inspiring for me becouse I am a singer and I would like to improve my vocal technique by listening to it./As I said, this composition is magical, it gives me chills and it can move my mind to the other world, when I am free. /Yes, if the relationship between a track and a person is possible. This track is my teacher, my ""guru"" how to compose and also how to sing. And I also like the singer- Floor Jansen."
381,b,"Oh, I didn't remember that I have this song on my playlist! Am I really going to like it? Wait... Yes! That's totally cool! But have I checked the lyrics? They are sometimes stupid... Anyway- music is nice!/I don't remember, but probably it was about the music style- I love symfonic metal. The vocal is also great and the choir and the guitar solo. It can be kind of my inspiration to compose my own stuff./This is my favourite kind of music- symfonic metal. The vocalist has got also kind of a good technique which can inspire me to be a better vocalist./No, becouse I didn't remember that I have saved this song. This is kind of a stranger for me, but who knows, maybe we can be metaphorical ""friends"" in the future."
382,a,Dancing in a club/A well known tune that everyone is familiar with making it perfect for a party/social gathering/Enjoyable to sing/Yes - memories singing in a club
382,b,I imagine sitting in the Apollo Victoria theatre in london watching Wicked and loving every single moment of it/I love this song and I love pretending I'm on stage when I sing it/Memories of watching wicked; I love the melody and harmonies/Yes - watching wicked with my mum and friends
383,a,"medieval times, Middle Age/I like the combination of medieval music or melodies and symphonic metal/It's a powerful and melodic song that provides positive motivation/No, I just found the album some years ago and liked the music"
383,b,"summer feelings/It is a summer track, easy to listen to, creating good mood./The track creates vacation feeling and reminds me of summer holidays. Thus perfectly suitable on an autumn day to lift the mood./No, just heard it on the radio and decided to save it in my playlist."
384,a,I dont know it that well/I saved the whole album /It's upbeat and different to what I normally listen to/No
