participant_id,track_id,full_response_text,code_level3,coded_text_excerpt
285,b,I don't remember owning this track. I bought/was given the album because I enjoy the artist. It's a fun pop song. I like Feist's voice. I had forgotten I owned this track but it reminds me of my late teenage years.,Genre,It's a fun pop song.
285,b,I don't remember owning this track. I bought/was given the album because I enjoy the artist. It's a fun pop song. I like Feist's voice. I had forgotten I owned this track but it reminds me of my late teenage years.,Time or Stage in Life,. I had forgotten I owned this track but it reminds me of my late teenage years.
286,a,Disney Fun to listen to Easy listen no - just like it,Positive,no - just like it
286,a,Disney Fun to listen to Easy listen no - just like it,Sound ,Easy listen
286,a,Disney Fun to listen to Easy listen no - just like it,Create Atmosphere, Fun to listen to 
286,a,Disney Fun to listen to Easy listen no - just like it,No relationship,no - just like it
286,b,sofia vergara Catchy song Fun song no - just like it,Positive,no - just like it
286,b,sofia vergara Catchy song Fun song no - just like it,Musical Expressive Characteristics,Catchy song Fun song
286,b,sofia vergara Catchy song Fun song no - just like it,Artist ,sofia vergara
286,b,sofia vergara Catchy song Fun song no - just like it,Create Atmosphere,Fun song 
286,b,sofia vergara Catchy song Fun song no - just like it,No relationship,no - just like it
287,a,"Oh love this one! It holds strong memories of growing up in the early pop music era.  It reminds me of the first time I got interested in pop music, I was quite around 11 at the time, the song was quite 'daring' to me at that age!  My older brother used to play the small 45rpm record. Pure nostalgia.  Yes - absolutely. It brings to mind years gone by, family, childhood, innocence yet on the cusp of starting to understand the world from a more young adult perspective. ",Positive,Oh love this one! 
287,a,"Oh love this one! It holds strong memories of growing up in the early pop music era.  It reminds me of the first time I got interested in pop music, I was quite around 11 at the time, the song was quite 'daring' to me at that age!  My older brother used to play the small 45rpm record. Pure nostalgia.  Yes - absolutely. It brings to mind years gone by, family, childhood, innocence yet on the cusp of starting to understand the world from a more young adult perspective. ",Musical Meaning," Yes - absolutely. It brings to mind years gone by, family, childhood, innocence yet on the cusp of starting to understand the world from a more young adult perspective. "
287,a,"Oh love this one! It holds strong memories of growing up in the early pop music era.  It reminds me of the first time I got interested in pop music, I was quite around 11 at the time, the song was quite 'daring' to me at that age!  My older brother used to play the small 45rpm record. Pure nostalgia.  Yes - absolutely. It brings to mind years gone by, family, childhood, innocence yet on the cusp of starting to understand the world from a more young adult perspective. ",Era , It holds strong memories of growing up in the early pop music era. 
287,a,"Oh love this one! It holds strong memories of growing up in the early pop music era.  It reminds me of the first time I got interested in pop music, I was quite around 11 at the time, the song was quite 'daring' to me at that age!  My older brother used to play the small 45rpm record. Pure nostalgia.  Yes - absolutely. It brings to mind years gone by, family, childhood, innocence yet on the cusp of starting to understand the world from a more young adult perspective. ",Genre," It holds strong memories of growing up in the early pop music era. /  It reminds me of the first time I got interested in pop music, I was quite around 11 at the time, the song was quite 'daring' to me at that age! "
287,a,"Oh love this one! It holds strong memories of growing up in the early pop music era.  It reminds me of the first time I got interested in pop music, I was quite around 11 at the time, the song was quite 'daring' to me at that age!  My older brother used to play the small 45rpm record. Pure nostalgia.  Yes - absolutely. It brings to mind years gone by, family, childhood, innocence yet on the cusp of starting to understand the world from a more young adult perspective. ",Time or Stage in Life," It holds strong memories of growing up in the early pop music era.  /  It reminds me of the first time I got interested in pop music, I was quite around 11 at the time, the song was quite 'daring' to me at that age!/  Yes - absolutely. It brings to mind years gone by, family, childhood, innocence yet on the cusp of starting to understand the world from a more young adult perspective.  "
287,a,"Oh love this one! It holds strong memories of growing up in the early pop music era.  It reminds me of the first time I got interested in pop music, I was quite around 11 at the time, the song was quite 'daring' to me at that age!  My older brother used to play the small 45rpm record. Pure nostalgia.  Yes - absolutely. It brings to mind years gone by, family, childhood, innocence yet on the cusp of starting to understand the world from a more young adult perspective. ",Reminisce- Nostalgia, Pure nostalgia.  
287,a,"Oh love this one! It holds strong memories of growing up in the early pop music era.  It reminds me of the first time I got interested in pop music, I was quite around 11 at the time, the song was quite 'daring' to me at that age!  My older brother used to play the small 45rpm record. Pure nostalgia.  Yes - absolutely. It brings to mind years gone by, family, childhood, innocence yet on the cusp of starting to understand the world from a more young adult perspective. ",Family ,"My older brother used to play the small 45rpm record. /  Yes - absolutely. It brings to mind years gone by, family, childhood, innocence yet on the cusp of starting to understand the world from a more young adult perspective. "
287,b,"Great Track! Because I like the band who sing it and I love the song!  I like the simplicity of the tune and words, the good rhythm,  I can 'sing' or even dance or clap along to it if I so choose to do! ** I have a relationship with this particular track as it is gospel music. I was brought up in a born again Christian home. Although I don't particularly follow any particular religious beliefs myself now in my adult life,  those formative years of sitting in pews singing hymns and gospel songs have never really left me. ( that will please my parents if they are looking down from heaven at this particular moment in time !!! )",Positive,Great Track!/ ! Because I like the band who sing it and I love the song!
287,b,"Great Track! Because I like the band who sing it and I love the song!  I like the simplicity of the tune and words, the good rhythm,  I can 'sing' or even dance or clap along to it if I so choose to do! ** I have a relationship with this particular track as it is gospel music. I was brought up in a born again Christian home. Although I don't particularly follow any particular religious beliefs myself now in my adult life,  those formative years of sitting in pews singing hymns and gospel songs have never really left me. ( that will please my parents if they are looking down from heaven at this particular moment in time !!! )",Lyrics,"  I like the simplicity of the tune and words, the good rhythm"
287,b,"Great Track! Because I like the band who sing it and I love the song!  I like the simplicity of the tune and words, the good rhythm,  I can 'sing' or even dance or clap along to it if I so choose to do! ** I have a relationship with this particular track as it is gospel music. I was brought up in a born again Christian home. Although I don't particularly follow any particular religious beliefs myself now in my adult life,  those formative years of sitting in pews singing hymns and gospel songs have never really left me. ( that will please my parents if they are looking down from heaven at this particular moment in time !!! )",Musical Meaning," I was brought up in a born again Christian home. Although I don't particularly follow any particular religious beliefs myself now in my adult life,  those formative years of sitting in pews singing hymns and gospel songs have never really left me. ( that will please my parents if they are looking down from heaven at this particular moment in time !!! )"
287,b,"Great Track! Because I like the band who sing it and I love the song!  I like the simplicity of the tune and words, the good rhythm,  I can 'sing' or even dance or clap along to it if I so choose to do! ** I have a relationship with this particular track as it is gospel music. I was brought up in a born again Christian home. Although I don't particularly follow any particular religious beliefs myself now in my adult life,  those formative years of sitting in pews singing hymns and gospel songs have never really left me. ( that will please my parents if they are looking down from heaven at this particular moment in time !!! )",Melody,"  I like the simplicity of the tune and words, the good rhythm"
287,b,"Great Track! Because I like the band who sing it and I love the song!  I like the simplicity of the tune and words, the good rhythm,  I can 'sing' or even dance or clap along to it if I so choose to do! ** I have a relationship with this particular track as it is gospel music. I was brought up in a born again Christian home. Although I don't particularly follow any particular religious beliefs myself now in my adult life,  those formative years of sitting in pews singing hymns and gospel songs have never really left me. ( that will please my parents if they are looking down from heaven at this particular moment in time !!! )",Rhythm,"  I like the simplicity of the tune and words, the good rhythm"
287,b,"Great Track! Because I like the band who sing it and I love the song!  I like the simplicity of the tune and words, the good rhythm,  I can 'sing' or even dance or clap along to it if I so choose to do! ** I have a relationship with this particular track as it is gospel music. I was brought up in a born again Christian home. Although I don't particularly follow any particular religious beliefs myself now in my adult life,  those formative years of sitting in pews singing hymns and gospel songs have never really left me. ( that will please my parents if they are looking down from heaven at this particular moment in time !!! )",Artist ,Because I like the band who sing it and I love the song!
287,b,"Great Track! Because I like the band who sing it and I love the song!  I like the simplicity of the tune and words, the good rhythm,  I can 'sing' or even dance or clap along to it if I so choose to do! ** I have a relationship with this particular track as it is gospel music. I was brought up in a born again Christian home. Although I don't particularly follow any particular religious beliefs myself now in my adult life,  those formative years of sitting in pews singing hymns and gospel songs have never really left me. ( that will please my parents if they are looking down from heaven at this particular moment in time !!! )",Genre, I have a relationship with this particular track as it is gospel music. 
287,b,"Great Track! Because I like the band who sing it and I love the song!  I like the simplicity of the tune and words, the good rhythm,  I can 'sing' or even dance or clap along to it if I so choose to do! ** I have a relationship with this particular track as it is gospel music. I was brought up in a born again Christian home. Although I don't particularly follow any particular religious beliefs myself now in my adult life,  those formative years of sitting in pews singing hymns and gospel songs have never really left me. ( that will please my parents if they are looking down from heaven at this particular moment in time !!! )",Time or Stage in Life," I was brought up in a born again Christian home. Although I don't particularly follow any particular religious beliefs myself now in my adult life,  those formative years of sitting in pews singing hymns and gospel songs have never really left me. ( that will please my parents if they are looking down from heaven at this particular moment in time !!! )"
287,b,"Great Track! Because I like the band who sing it and I love the song!  I like the simplicity of the tune and words, the good rhythm,  I can 'sing' or even dance or clap along to it if I so choose to do! ** I have a relationship with this particular track as it is gospel music. I was brought up in a born again Christian home. Although I don't particularly follow any particular religious beliefs myself now in my adult life,  those formative years of sitting in pews singing hymns and gospel songs have never really left me. ( that will please my parents if they are looking down from heaven at this particular moment in time !!! )",Dancing, I can 'sing' or even dance or clap along to it if I so choose to do! 
287,b,"Great Track! Because I like the band who sing it and I love the song!  I like the simplicity of the tune and words, the good rhythm,  I can 'sing' or even dance or clap along to it if I so choose to do! ** I have a relationship with this particular track as it is gospel music. I was brought up in a born again Christian home. Although I don't particularly follow any particular religious beliefs myself now in my adult life,  those formative years of sitting in pews singing hymns and gospel songs have never really left me. ( that will please my parents if they are looking down from heaven at this particular moment in time !!! )",Partying , I can 'sing' or even dance or clap along to it if I so choose to do! 
288,a,"Celebration
This is a very fast version which helps to create a bit of tension It is part of a compilation CD which I was given as a gift
I have previously performed this piece (as an orchestral leader and alto singer) The orchestra part is very interesting and challenging to play - I feel a sense of accomplishment knowing that I have played it myself before.
Music from the Baroque era is my favourite to listen to and play Yes - I have performed it on a number of occasions (Violin I and Alto)",Favourite,Music from the Baroque era is my favourite to listen to and play 
288,a,"Celebration
This is a very fast version which helps to create a bit of tension It is part of a compilation CD which I was given as a gift
I have previously performed this piece (as an orchestral leader and alto singer) The orchestra part is very interesting and challenging to play - I feel a sense of accomplishment knowing that I have played it myself before.
Music from the Baroque era is my favourite to listen to and play Yes - I have performed it on a number of occasions (Violin I and Alto)",Familiar,Yes - I have performed it on a number of occasions (Violin I and Alto)
288,a,"Celebration
This is a very fast version which helps to create a bit of tension It is part of a compilation CD which I was given as a gift
I have previously performed this piece (as an orchestral leader and alto singer) The orchestra part is very interesting and challenging to play - I feel a sense of accomplishment knowing that I have played it myself before.
Music from the Baroque era is my favourite to listen to and play Yes - I have performed it on a number of occasions (Violin I and Alto)",Musical Expressive Characteristics,Celebration 
288,a,"Celebration
This is a very fast version which helps to create a bit of tension It is part of a compilation CD which I was given as a gift
I have previously performed this piece (as an orchestral leader and alto singer) The orchestra part is very interesting and challenging to play - I feel a sense of accomplishment knowing that I have played it myself before.
Music from the Baroque era is my favourite to listen to and play Yes - I have performed it on a number of occasions (Violin I and Alto)",Instrumentation,I have previously performed this piece (as an orchestral leader and alto singer) The orchestra part is very interesting and challenging to play - I feel a sense of accomplishment knowing that I have played it myself before.
288,a,"Celebration
This is a very fast version which helps to create a bit of tension It is part of a compilation CD which I was given as a gift
I have previously performed this piece (as an orchestral leader and alto singer) The orchestra part is very interesting and challenging to play - I feel a sense of accomplishment knowing that I have played it myself before.
Music from the Baroque era is my favourite to listen to and play Yes - I have performed it on a number of occasions (Violin I and Alto)",Tempo ,This is a very fast version which helps to create a bit of tension 
288,a,"Celebration
This is a very fast version which helps to create a bit of tension It is part of a compilation CD which I was given as a gift
I have previously performed this piece (as an orchestral leader and alto singer) The orchestra part is very interesting and challenging to play - I feel a sense of accomplishment knowing that I have played it myself before.
Music from the Baroque era is my favourite to listen to and play Yes - I have performed it on a number of occasions (Violin I and Alto)",Album,It is part of a compilation CD which I was given as a gift
288,a,"Celebration
This is a very fast version which helps to create a bit of tension It is part of a compilation CD which I was given as a gift
I have previously performed this piece (as an orchestral leader and alto singer) The orchestra part is very interesting and challenging to play - I feel a sense of accomplishment knowing that I have played it myself before.
Music from the Baroque era is my favourite to listen to and play Yes - I have performed it on a number of occasions (Violin I and Alto)",Era ,Music from the Baroque era is my favourite to listen to and play 
288,a,"Celebration
This is a very fast version which helps to create a bit of tension It is part of a compilation CD which I was given as a gift
I have previously performed this piece (as an orchestral leader and alto singer) The orchestra part is very interesting and challenging to play - I feel a sense of accomplishment knowing that I have played it myself before.
Music from the Baroque era is my favourite to listen to and play Yes - I have performed it on a number of occasions (Violin I and Alto)",Version,This is a very fast version which helps to create a bit of tension
288,a,"Celebration
This is a very fast version which helps to create a bit of tension It is part of a compilation CD which I was given as a gift
I have previously performed this piece (as an orchestral leader and alto singer) The orchestra part is very interesting and challenging to play - I feel a sense of accomplishment knowing that I have played it myself before.
Music from the Baroque era is my favourite to listen to and play Yes - I have performed it on a number of occasions (Violin I and Alto)",Personal Performance ,I have previously performed this piece (as an orchestral leader and alto singer) The orchestra part is very interesting and challenging to play - I feel a sense of accomplishment knowing that I have played it myself before./ Yes - I have performed it on a number of occasions (Violin I and Alto)
288,a,"Celebration
This is a very fast version which helps to create a bit of tension It is part of a compilation CD which I was given as a gift
I have previously performed this piece (as an orchestral leader and alto singer) The orchestra part is very interesting and challenging to play - I feel a sense of accomplishment knowing that I have played it myself before.
Music from the Baroque era is my favourite to listen to and play Yes - I have performed it on a number of occasions (Violin I and Alto)",Stress/Frustration/Tension,helps to create a bit of tension
288,b,"The music is very calming and I have to listen carefully to appreciate the meaning of the lyrics
It has a slight soporific feeling  I have been to see the musical which it is from (Phantom of the Opera) and so bought the soundtrack The orchestral parts are interesting and help to add to the emotional impact that the piece intends to create
I really like the lead singer's use of falsetto register No",Lyrics,The music is very calming and I have to listen carefully to appreciate the meaning of the lyrics
288,b,"The music is very calming and I have to listen carefully to appreciate the meaning of the lyrics
It has a slight soporific feeling  I have been to see the musical which it is from (Phantom of the Opera) and so bought the soundtrack The orchestral parts are interesting and help to add to the emotional impact that the piece intends to create
I really like the lead singer's use of falsetto register No",Musical Meaning,The orchestral parts are interesting and help to add to the emotional impact that the piece intends to create
288,b,"The music is very calming and I have to listen carefully to appreciate the meaning of the lyrics
It has a slight soporific feeling  I have been to see the musical which it is from (Phantom of the Opera) and so bought the soundtrack The orchestral parts are interesting and help to add to the emotional impact that the piece intends to create
I really like the lead singer's use of falsetto register No",Instrumentation,The orchestral parts are interesting and help to add to the emotional impact that the piece intends to create
288,b,"The music is very calming and I have to listen carefully to appreciate the meaning of the lyrics
It has a slight soporific feeling  I have been to see the musical which it is from (Phantom of the Opera) and so bought the soundtrack The orchestral parts are interesting and help to add to the emotional impact that the piece intends to create
I really like the lead singer's use of falsetto register No",Performer,I really like the lead singer's use of falsetto register
288,b,"The music is very calming and I have to listen carefully to appreciate the meaning of the lyrics
It has a slight soporific feeling  I have been to see the musical which it is from (Phantom of the Opera) and so bought the soundtrack The orchestral parts are interesting and help to add to the emotional impact that the piece intends to create
I really like the lead singer's use of falsetto register No",Musical, I have been to see the musical which it is from (Phantom of the Opera) and so bought the soundtrack
288,b,"The music is very calming and I have to listen carefully to appreciate the meaning of the lyrics
It has a slight soporific feeling  I have been to see the musical which it is from (Phantom of the Opera) and so bought the soundtrack The orchestral parts are interesting and help to add to the emotional impact that the piece intends to create
I really like the lead singer's use of falsetto register No",Calm,The music is very calming and I have to listen carefully to appreciate the meaning of the lyrics/ It has a slight soporific feeling 
288,b,"The music is very calming and I have to listen carefully to appreciate the meaning of the lyrics
It has a slight soporific feeling  I have been to see the musical which it is from (Phantom of the Opera) and so bought the soundtrack The orchestral parts are interesting and help to add to the emotional impact that the piece intends to create
I really like the lead singer's use of falsetto register No",No relationship,No
289,a,Still relevant today One of my songs It reminds me of my youth. Yes. Public Enemy was the first gig I was allowed to go to on my own with friends. ,Artist ,Yes. Public Enemy was the first gig I was allowed to go to on my own with friends. 
289,a,Still relevant today One of my songs It reminds me of my youth. Yes. Public Enemy was the first gig I was allowed to go to on my own with friends. ,Event/Concert,Yes. Public Enemy was the first gig I was allowed to go to on my own with friends. 
289,a,Still relevant today One of my songs It reminds me of my youth. Yes. Public Enemy was the first gig I was allowed to go to on my own with friends. ,Time or Stage in Life, It reminds me of my youth./ Yes. Public Enemy was the first gig I was allowed to go to on my own with friends. 
289,a,Still relevant today One of my songs It reminds me of my youth. Yes. Public Enemy was the first gig I was allowed to go to on my own with friends. ,Friends,Yes. Public Enemy was the first gig I was allowed to go to on my own with friends. 
289,b,"My dad I love it and reminds me of my childhood.  It's a classic track Yes, it reminds me of my dad and his Northern Soul obsession. ",Positive,I love it and reminds me of my childhood.  I
289,b,"My dad I love it and reminds me of my childhood.  It's a classic track Yes, it reminds me of my dad and his Northern Soul obsession. ",Musical Expressive Characteristics,It's a classic track
289,b,"My dad I love it and reminds me of my childhood.  It's a classic track Yes, it reminds me of my dad and his Northern Soul obsession. ",Genre," It's a classic track Yes, it reminds me of my dad and his Northern Soul obsession. "
289,b,"My dad I love it and reminds me of my childhood.  It's a classic track Yes, it reminds me of my dad and his Northern Soul obsession. ",Time or Stage in Life,I love it and reminds me of my childhood. 
289,b,"My dad I love it and reminds me of my childhood.  It's a classic track Yes, it reminds me of my dad and his Northern Soul obsession. ",Family ,"My dad /  It's a classic track Yes, it reminds me of my dad and his Northern Soul obsession. "
290,a,How amazing it was to hear it sang live last year Love Eric Church Reminds me of the times I have been lucky enough to have seen him perform live Yes. Reminds me of a fantastic series of concerts topped off with Eric closing and headlining.,Positive,How amazing it was to hear it sang live last year/ Love Eric Church 
290,a,How amazing it was to hear it sang live last year Love Eric Church Reminds me of the times I have been lucky enough to have seen him perform live Yes. Reminds me of a fantastic series of concerts topped off with Eric closing and headlining.,Artist ,Love Eric Church / Reminds me of the times I have been lucky enough to have seen him perform live / Yes. Reminds me of a fantastic series of concerts topped off with Eric closing and headlining.
290,a,How amazing it was to hear it sang live last year Love Eric Church Reminds me of the times I have been lucky enough to have seen him perform live Yes. Reminds me of a fantastic series of concerts topped off with Eric closing and headlining.,Event/Concert,How amazing it was to hear it sang live last year/ Reminds me of the times I have been lucky enough to have seen him perform live / Yes. Reminds me of a fantastic series of concerts topped off with Eric closing and headlining.
290,b,Their 2011 gig It's one of my favourites by the band.  As before it's a favourite. No,Favourite,It's one of my favourites by the band. / As before it's a favourite.
290,b,Their 2011 gig It's one of my favourites by the band.  As before it's a favourite. No,Artist ,It's one of my favourites by the band. 
290,b,Their 2011 gig It's one of my favourites by the band.  As before it's a favourite. No,Event/Concert,Their 2011 gig
290,b,Their 2011 gig It's one of my favourites by the band.  As before it's a favourite. No,No relationship,No
291,a,"I remember writing my thesis and listening to this for up-beat motivation. The song has a nice beat and power. I enjoy the track because it makes me want to dance on my chair in the office. I don't have a real relationship with it, it just has a nice drive.",Positive,"The song has a nice beat and power.  /  I enjoy the track because it makes me want to dance on my chair in the office./  I don't have a real relationship with it, it just has a nice drive."
291,a,"I remember writing my thesis and listening to this for up-beat motivation. The song has a nice beat and power. I enjoy the track because it makes me want to dance on my chair in the office. I don't have a real relationship with it, it just has a nice drive.",Beat,I remember writing my thesis and listening to this for up-beat motivation/The song has a nice beat and power. 
291,a,"I remember writing my thesis and listening to this for up-beat motivation. The song has a nice beat and power. I enjoy the track because it makes me want to dance on my chair in the office. I don't have a real relationship with it, it just has a nice drive.",Dancing, I enjoy the track because it makes me want to dance on my chair in the office.
291,a,"I remember writing my thesis and listening to this for up-beat motivation. The song has a nice beat and power. I enjoy the track because it makes me want to dance on my chair in the office. I don't have a real relationship with it, it just has a nice drive.",Working ,I remember writing my thesis and listening to this for up-beat motivation
291,a,"I remember writing my thesis and listening to this for up-beat motivation. The song has a nice beat and power. I enjoy the track because it makes me want to dance on my chair in the office. I don't have a real relationship with it, it just has a nice drive.",Motivation/focus,I remember writing my thesis and listening to this for up-beat motivation
291,a,"I remember writing my thesis and listening to this for up-beat motivation. The song has a nice beat and power. I enjoy the track because it makes me want to dance on my chair in the office. I don't have a real relationship with it, it just has a nice drive.",No relationship," I don't have a real relationship with it, it just has a nice drive."
291,b,"It reminds me of a great music video, which sadly wasn't for this song and I can't remember the name. It's calm and comforting, and despite the death theme sounds positive. It's short and sweet. I just enjoy listening to it.",Musical Meaning,"It's calm and comforting, and despite the death theme sounds positive."
291,b,"It reminds me of a great music video, which sadly wasn't for this song and I can't remember the name. It's calm and comforting, and despite the death theme sounds positive. It's short and sweet. I just enjoy listening to it.",Memory,"It reminds me of a great music video, which sadly wasn't for this song and I can't remember the name"
291,b,"It reminds me of a great music video, which sadly wasn't for this song and I can't remember the name. It's calm and comforting, and despite the death theme sounds positive. It's short and sweet. I just enjoy listening to it.",Calm,"It's calm and comforting, and despite the death theme sounds positive."
292,a,"Being a very, very drunk teenager and wondering why the room was spinning so much. This is my running playlist and this is a good, steady pace for me. Plus I love it. Unpolished production, gritty and sort of dirty. :) Yes. It's nostalgic. It reminds me of a great era and some lovely friends.",Positive,Plus I love it.
292,a,"Being a very, very drunk teenager and wondering why the room was spinning so much. This is my running playlist and this is a good, steady pace for me. Plus I love it. Unpolished production, gritty and sort of dirty. :) Yes. It's nostalgic. It reminds me of a great era and some lovely friends.",Musical Expressive Characteristics,". Unpolished production, gritty and sort of dirty. :) "
292,a,"Being a very, very drunk teenager and wondering why the room was spinning so much. This is my running playlist and this is a good, steady pace for me. Plus I love it. Unpolished production, gritty and sort of dirty. :) Yes. It's nostalgic. It reminds me of a great era and some lovely friends.",Production,"Unpolished production, gritty and sort of dirty"
292,a,"Being a very, very drunk teenager and wondering why the room was spinning so much. This is my running playlist and this is a good, steady pace for me. Plus I love it. Unpolished production, gritty and sort of dirty. :) Yes. It's nostalgic. It reminds me of a great era and some lovely friends.",Era ,Yes. It's nostalgic. It reminds me of a great era and some lovely friends.
292,a,"Being a very, very drunk teenager and wondering why the room was spinning so much. This is my running playlist and this is a good, steady pace for me. Plus I love it. Unpolished production, gritty and sort of dirty. :) Yes. It's nostalgic. It reminds me of a great era and some lovely friends.",Playlist,"This is my running playlist and this is a good, steady pace for me. "
292,a,"Being a very, very drunk teenager and wondering why the room was spinning so much. This is my running playlist and this is a good, steady pace for me. Plus I love it. Unpolished production, gritty and sort of dirty. :) Yes. It's nostalgic. It reminds me of a great era and some lovely friends.",Time or Stage in Life,"Being a very, very drunk teenager and wondering why the room was spinning so much / Yes. It's nostalgic. It reminds me of a great era and some lovely friends."
292,a,"Being a very, very drunk teenager and wondering why the room was spinning so much. This is my running playlist and this is a good, steady pace for me. Plus I love it. Unpolished production, gritty and sort of dirty. :) Yes. It's nostalgic. It reminds me of a great era and some lovely friends.",Reminisce- Nostalgia,Yes. It's nostalgic. It reminds me of a great era and some lovely friends.
292,a,"Being a very, very drunk teenager and wondering why the room was spinning so much. This is my running playlist and this is a good, steady pace for me. Plus I love it. Unpolished production, gritty and sort of dirty. :) Yes. It's nostalgic. It reminds me of a great era and some lovely friends.",Friends,Yes. It's nostalgic. It reminds me of a great era and some lovely friends.
292,a,"Being a very, very drunk teenager and wondering why the room was spinning so much. This is my running playlist and this is a good, steady pace for me. Plus I love it. Unpolished production, gritty and sort of dirty. :) Yes. It's nostalgic. It reminds me of a great era and some lovely friends.",Exercising ,"This is my running playlist and this is a good, steady pace for me. "
292,a,"Being a very, very drunk teenager and wondering why the room was spinning so much. This is my running playlist and this is a good, steady pace for me. Plus I love it. Unpolished production, gritty and sort of dirty. :) Yes. It's nostalgic. It reminds me of a great era and some lovely friends.",Partying ,"Being a very, very drunk teenager and wondering why the room was spinning so much"
292,b,"A burst of energy. It's something I hadn't listened to in a while, and after watching a documentary on Debbie Harry a couple of weeks ago I save a few favourite old tracks to my phone. I enjoy the pace and emotion; again it's also nostalgic but this time of being a child. Not a particularly deep one. I listened to a lot of Blondie when I was 10 or so: my older sister was a fan and so all those tracks remind me a lot of home and childhood, but I don't have a specific relationship with this track.",Musical Expressive Characteristics,A burst of energy.
292,b,"A burst of energy. It's something I hadn't listened to in a while, and after watching a documentary on Debbie Harry a couple of weeks ago I save a few favourite old tracks to my phone. I enjoy the pace and emotion; again it's also nostalgic but this time of being a child. Not a particularly deep one. I listened to a lot of Blondie when I was 10 or so: my older sister was a fan and so all those tracks remind me a lot of home and childhood, but I don't have a specific relationship with this track.",Song Structure/Composition, I enjoy the pace and emotion; again it's also nostalgic but this time of being a child
292,b,"A burst of energy. It's something I hadn't listened to in a while, and after watching a documentary on Debbie Harry a couple of weeks ago I save a few favourite old tracks to my phone. I enjoy the pace and emotion; again it's also nostalgic but this time of being a child. Not a particularly deep one. I listened to a lot of Blondie when I was 10 or so: my older sister was a fan and so all those tracks remind me a lot of home and childhood, but I don't have a specific relationship with this track.",Tempo , I enjoy the pace and emotion; again it's also nostalgic but this time of being a child
292,b,"A burst of energy. It's something I hadn't listened to in a while, and after watching a documentary on Debbie Harry a couple of weeks ago I save a few favourite old tracks to my phone. I enjoy the pace and emotion; again it's also nostalgic but this time of being a child. Not a particularly deep one. I listened to a lot of Blondie when I was 10 or so: my older sister was a fan and so all those tracks remind me a lot of home and childhood, but I don't have a specific relationship with this track.",Artist ," It's something I hadn't listened to in a while, and after watching a documentary on Debbie Harry a couple of weeks ago I save a few favourite old tracks to my phone. / I listened to a lot of Blondie when I was 10 or so: my older sister was a fan and so all those tracks remind me a lot of home and childhood, but I don't have a specific relationship with this track."
292,b,"A burst of energy. It's something I hadn't listened to in a while, and after watching a documentary on Debbie Harry a couple of weeks ago I save a few favourite old tracks to my phone. I enjoy the pace and emotion; again it's also nostalgic but this time of being a child. Not a particularly deep one. I listened to a lot of Blondie when I was 10 or so: my older sister was a fan and so all those tracks remind me a lot of home and childhood, but I don't have a specific relationship with this track.",Place ,"I listened to a lot of Blondie when I was 10 or so: my older sister was a fan and so all those tracks remind me a lot of home and childhood, but I don't have a specific relationship with this track."
292,b,"A burst of energy. It's something I hadn't listened to in a while, and after watching a documentary on Debbie Harry a couple of weeks ago I save a few favourite old tracks to my phone. I enjoy the pace and emotion; again it's also nostalgic but this time of being a child. Not a particularly deep one. I listened to a lot of Blondie when I was 10 or so: my older sister was a fan and so all those tracks remind me a lot of home and childhood, but I don't have a specific relationship with this track.",Time or Stage in Life," I enjoy the pace and emotion; again it's also nostalgic but this time of being a child/ I listened to a lot of Blondie when I was 10 or so: my older sister was a fan and so all those tracks remind me a lot of home and childhood, but I don't have a specific relationship with this track."
292,b,"A burst of energy. It's something I hadn't listened to in a while, and after watching a documentary on Debbie Harry a couple of weeks ago I save a few favourite old tracks to my phone. I enjoy the pace and emotion; again it's also nostalgic but this time of being a child. Not a particularly deep one. I listened to a lot of Blondie when I was 10 or so: my older sister was a fan and so all those tracks remind me a lot of home and childhood, but I don't have a specific relationship with this track.",Rediscovery," It's something I hadn't listened to in a while, and after watching a documentary on Debbie Harry a couple of weeks ago I save a few favourite old tracks to my phone. "
292,b,"A burst of energy. It's something I hadn't listened to in a while, and after watching a documentary on Debbie Harry a couple of weeks ago I save a few favourite old tracks to my phone. I enjoy the pace and emotion; again it's also nostalgic but this time of being a child. Not a particularly deep one. I listened to a lot of Blondie when I was 10 or so: my older sister was a fan and so all those tracks remind me a lot of home and childhood, but I don't have a specific relationship with this track.",Reminisce- Nostalgia, I enjoy the pace and emotion; again it's also nostalgic but this time of being a child
292,b,"A burst of energy. It's something I hadn't listened to in a while, and after watching a documentary on Debbie Harry a couple of weeks ago I save a few favourite old tracks to my phone. I enjoy the pace and emotion; again it's also nostalgic but this time of being a child. Not a particularly deep one. I listened to a lot of Blondie when I was 10 or so: my older sister was a fan and so all those tracks remind me a lot of home and childhood, but I don't have a specific relationship with this track.",Family ,"I listened to a lot of Blondie when I was 10 or so: my older sister was a fan and so all those tracks remind me a lot of home and childhood, but I don't have a specific relationship with this track."
