unique_id,speaker,sentence,1_opinion,2_mp,3_mp_context,4_stance_nli,5_stance_nli_context
19841002_49_2,MR. CROSS.,"""It is amazing how much the attitudes [have changed]; everybody seems to talk about what a good thing the dollar is to get into these days.""",no,,,,
19841107_244_9,MR. CORRIGAN.,"""It seems to me that all of these fine arguments that Mr. Axilrod and others make about M1 really come down to the question of how many angels can dance on the head of a pin.""",yes,yes,sentence,contradiction,utterance
19850521_164_6,MR. MARTIN.,"""It seems to me that the growth in GNP right now is too low, and that there is a downside risk.""",yes,yes,utterance,contradiction,utterance
19850710_83_3,MR. MARTIN.,"""I am aware that it is necessary for the staff in its presentation of materials to make an assumption about [money growth for] the rest of 1985 and for 1986.""",no,,,,
19850820_248_6,CHAIRMAN VOLCKER.,"""[We could have] a great increase of credibility with the monetarists in the short run and if the economy plunges into recession or we have a great financial crisis, we will suffer an enormous loss of credibility in a more basic sense.""",yes,,,,
19851001_40_5,MR. BOEHNE.,"""It's nothing we can measure very precisely, but it seems to me that in the '80s there has been some backtracking in the very same kinds of forces that led to an economizing of money in the '60s and '70s.""",yes,,,,
19851217_340_1,MR. FORRESTAL.,"""Mr. Chairman, form the perspective of the Sixth District, things are looking considerably better than they did a month ago.""",no,,,,
19851217_441_1,MR. PARTEE.,"""I'd be prepared to talk about it, Si.""",no,,,,
19860212_120_3,MR. STERN.,"""I have forgotten what the original base was but it was probably at least that size.""",no,,,,
19860212_379_1,MR. JOHNSON.,"""It sounds like what we really have is something below the $300-$400 million range you are suggesting.""",no,,,,
19860212_545_1,CHAIRMAN VOLCKER.,"""I don't detect any policy difference between those ways of expressing it; I don't know if somebody else does.""",yes,yes,sentence,,
19870211_203_2,MR. ANGELL.,"""I think my forecast for the CPI is 100 basis points higher than it was last year after I had been here 7 days.""",no,,,,
19870331_306_3,MR. HENDRICKS.,"""With respect to the prominence of the exchange rate in the directive we would favor not changing it.""",yes,no,,,
19870331_337_4,CHAIRMAN VOLCKER.,"""We could push for a higher level of borrowing for two weeks and before you know it the exchange market would be out there and not have any understanding that that was going on and the funds rate wouldn't move at all.""",yes,yes,sentence,,
19870519_154_3,CHAIRMAN VOLCKER.,"""so I thought I should identify it now, anyway.""",no,,,,
19870707_771_2,MR. JOHNSON.,"""Obviously, we wouldn't at all.""",yes,,,,
19870922_94_7,MR. PRELL.,"""Again, when you look at house prices, there too, the evidence suggests that, at least in many markets, there's still a pretty robust demand at these interest rates.""",no,,,,
19870922_175_6,MR. EISENMENGER.,"""So there is not much mobility, despite the fact that we pay somewhat higher wages, because the real cost of living for someone moving in and buying a house is almost impossible.""",no,,,,
19871216_159_9,MR. HOSKINS.,"""I'm not sure I caught the gist of his comments correctly, but [unintelligible].""",no,,,,
19871216_642_1,MR. HELLER.,"""The optimism is also in contrast to what I would almost call a barrage of visits and letters that have been coming in here during the last couple of weeks and days.""",no,,,,
19880210_425_2,MR. BOEHNE.,"""I would have a symmetrical directive.""",yes,yes,sentence,contradiction,
19880630_184_2,MR. JOHNSON.,"""So, on the wage front, once again I say there's nothing yet, but you do get the feeling that something is out there.""",yes,no,,,
19880816_187_7,MR. HELLER.,"""If you look at the various components of GNP, we continue to have the best progress in the export sector and the investment sector, and that's exactly the way it should be.""",yes,,,,
19890328_322_4,MR. STERN.,"""That's all I would add.""",no,,,,
19890516_415_1,CHAIRMAN GREENSPAN.,"""I understand what you're saying.""",no,,,,
19890822_152_3,CHAIRMAN GREENSPAN.,"""They have made a judgment that we won't, and it's not clear that it's that simple.""",yes,no,,,
19890822_238_9,MR. PRELL.,"""Be that as it may, the trend there just looks to be weaker than one would anticipate over time; so in the second half we do have, in effect, a bit of a catch up.""",yes,no,,,
19891003_48_12,CHAIRMAN GREENSPAN.,"""Our problem, basically, is that at this stage we could probably as central banks--we could at the Fed--create a really big fuss about this.""",yes,no,,,
19900207_36_2,MR. TRUMAN.,"""As I said, we are assuming that inflation will be lower.""",no,,,,
19900207_55_7,MR. PRELL.,"""We have some productivity increase and we think this is internally consistent.""",yes,no,,,
19900207_242_1,CHAIRMAN GREENSPAN.,"""So, in effect, there is no evidence at this particular stage that were we to move in that direction we'd have to reverse and move it back up in 1991.""",no,,,,
19901218_248_5,MR. HOSKINS.,"""Don's projections presumably could err on both sides, not just one side, and we may well get a faster growth rate of money.""",no,,,,
19911105_209_1,VICE CHAIRMAN CORRIGAN.,"""That's not a bad idea!""",yes,no,,,
19911217_144_1,MR. FORRESTAL.,"""Mr. Chairman, I would support your recommendation.""",yes,yes,utterance,ambiguous,
19920205_341_6,MR. HENDRICKS.,"""and we would not like to see any significant shortfall from that path this quarter.""",yes,yes,utterance,contradiction,utterance
19920331_208_3,MR. JORDAN.,"""And I hope very, very much that it comes from the long end.""",yes,yes,utterance,contradiction,utterance
19920331_209_1,CHAIRMAN GREENSPAN.,"""The consensus as I hear it is to support the last directive.""",no,,,,
19920701_23_3,MS. LOVETT.,"""So, the fact that the perception out there was that at certain rate levels and at certain times we didn't have a tolerance [for actions] that would cause people to bid the rate up is part of what one has to call the ""market dynamics.""""",no,,,,
19920818_11_2,MR. FORRESTAL.,"""[as the reason for intervention], but I feel constrained to say that I was extremely surprised at this intervention, particularly the second and the third [operations].""",yes,no,,,
19920818_15_8,MR. JORDAN.,"""Would the benefits be diminished if we are very open and acknowledge that when the market is receptive to our selling foreign currencies, we would do so?""",no,,,,
19921006_149_2,MR. PRELL.,"""Basically, as we were putting this forecast together, my sense was that given the behavior of the Committee what we were forecasting seemed highly probable and that, unless you switched gears, some slight further easing would be consistent behavior.""",yes,yes,sentence,contradiction,sentence
19921117_70_11,MR. MELZER.,"""So, I was reminded of that and thought I'd share that.""",no,,,,
19930323_192_6,MR. MELZER.,"""I'd probably be more concerned if we hadn't seen the slowdown in M1, reserves, the base, and so forth over the last couple of months.""",yes,yes,sentence,contradiction,
19930518_67_1,MR. JORDAN.,"""In reading the Greenbook for this meeting and listening to your comments and then thinking back over the analysis in the Greenbooks over the last 8 or 9 months and the swings in sentiment and developments as reported in various statistical [measures], it's tempting to have a sense of security that we're in a sort of fail-safe zone:""",yes,yes,,,utterance
19930707_515_1,MR. PARRY.,"""Mr. Chairman, I would support your recommendation.""",yes,yes,utterance,contradiction,-5 sentences
19930707_519_3,MR. KEEHN.,"""And, therefore, I think what you recommend is appropriate.""",yes,yes,utterance,contradiction,-5 sentences
19930707_543_1,MR. ANGELL.,"""Well, I'm clearly not in tune with the other members of the FOMC.""",yes,yes,utterance,entailment,utterance
19931116_172_5,MR. MELZER.,"""We'd have the litigation and ultimately be subjected to some judgment in the courts.""",no,,,,
19931116_189_1,MR. KELLEY.,"""Virgil, I wonder how much more comfort we might have if it were possible to get something in the way of a firm official position from the Justice Department relative to FOIA and the Archivist relative to the [Federal] Records Act.""",no,,,,
19931221_151_12,MR. BROADDUS.,"""In this regard I think the 1/2 point backup in long-term interest rates we've seen recently is a warning.""",yes,yes,sentence,entailment,utterance
19940204_98_6,MR. LINDSEY.,"""I wonder if that adjustment would change your conclusions about a rebound in homeownership?""",no,,,,
19940322_248_5,MR. MELZER.,"""Our practice is going to lock us into that because my sense is we won't get back to these other disclosure issues for some months, and there may be other actions to announce in the meantime.""",yes,no,,,
19940517_77_7,MR. PRELL.,"""We feel that the 2-1/2 percent potential is a reasonable working assumption.""",yes,no,,,
19940706_474_7,MR. PARRY.,"""In fact, such a number probably would be one I would want to react to least.""",yes,yes,,ambiguous,
19940706_482_4,MR. KELLEY.,"""It's not necessary for us to achieve precision there.""",yes,yes,utterance,,
19940927_27_8,MR. FISHER.,"""We would be doing that ourselves at some remove from German market custody arrangements.""",no,,,,
19940927_180_1,MR. HOENIG.,"""Mr. Chairman, I would support your recommendation.""",yes,yes,utterance,entailment,-5 sentences
19941115_134_17,MR. BOEHNE.,"""With timely actions going forward, we have a good chance of keeping inflationary pressures in check and the expansion on track.""",no,,,,
19941115_261_16,MR. JORDAN.,"""It is troubling to me that nothing has changed institutionally.""",yes,no,,,
19950201_929_8,CHAIRMAN GREENSPAN.,"""But there is where I think our problem is.""",yes,no,,,
19960131_195_1,MR. BROADDUS.,"""Still, making it explicit in this way imposes discipline.""",yes,,,,
19960703_527_14,VICE CHAIRMAN MCDONOUGH.,"""On the other hand, our not having that tool available to us is a product of the fact that in the 1970s, whenever it was, nobody thought we would need it, so we did not get it.""",no,,,,
19961113_32_13,MR. PRELL.,"""While we do not see clear evidence that by historical standards people are unusually uncertain at this point about job prospects, there remains some general sense that all is not well and that jobs are not secure, so there could be some rise in precautionary saving levels.""",no,,,,
19980701_252_11,MS. MINEHAN.,"""That is a good thing.""",yes,yes,utterance,contradiction,utterance
19980701_302_3,MR. JORDAN.,"""That would be absolutely delightful.""",yes,yes,utterance,,
19980929_236_2,MR. FISHER.,"""I don't think anyone had seen one before the weekend of September 19 and 20.""",no,,,,
19981117_124_5,MR. GRAMLICH.,"""Let me also say something that I have said before on other aspects of what we do.""",no,,,,
19990203_96_7,CHAIRMAN GREENSPAN.,"""It is important for us to recognize that so we can monitor this and make certain we make some good judgments about where we are.""",yes,no,,,
19990203_194_6,CHAIRMAN GREENSPAN.,"""Now, what this suggests to me is that money is hiding itself very well.""",yes,yes,utterance,,
19990203_276_1,MR. KOHN.,"""As for the level of the natural rate, it is higher than it has been in some of the past forecasts, although as I noted it drifts down over time as the wealth-to-income ratio drifts down.""",no,,,,
19990330_85_4,MR. POOLE.,"""As I translate that into price indexes, it gives me a CPI somewhere in the area of 1 or 11/2 percent, given the ambiguity of the reading that we are getting out of the chained price index.""",no,,,,
19990518_97_1,MR. PRELL.,"""It is obviously very difficult and it is a judgment call.""",yes,no,,,
20000202_286_2,MR. KOHN.,"""That's an income side thing and the simulations, I believe, are basically done on the product side.""",no,,,,
20000321_152_14,MR. STERN.,"""In my view, what might be the decisive factor here is financial conditions and how accommodative or restrictive they turn out to be.""",yes,yes,utterance,,
20000628_95_3,MR. STOCKTON.,"""We do see upside and downside risks to that estimate.""",yes,,,,
20020130_294_3,MR. MATTINGLY.,"""Whether that was right or wrong, that's what we argued, and the Court agreed to it.""",no,,,,
20020130_327_2,MR. PARRY.,"""But I am uncomfortable about releasing the vote tally, including the name of a dissenter, by itself.""",yes,no,,,
20021106_200_8,MR. SANTOMERO.,"""So, my preference would be for the staff to continue with the Ginnie Maes, which are a logical extension of our current practices, and to do a little more homework on the ACF.""",yes,no,,,
20021210_60_3,MR. PARRY.,"""I was struck by how large that probability is.""",yes,,,,
20030129_15_1,CHAIRMAN GREENSPAN.,"""I appreciate the revision.""",yes,no,,,
20030129_92_17,MR. TETLOW.,"""There again, it doesn't mean that Glenn is wrong, but it does mean that there is friction between these two views, and it can't be settled at this table.""",yes,,,,
20030129_270_2,MR. FERGUSON.,"""I'm rather surprised, Sandy, that in response to Governor Bernanke's important question you didn't talk a little about developments in the world of semiconductors.""",yes,no,,,
20030318_134_5,CHAIRMAN GREENSPAN.,"""We have no choice but to fix the overnight rate because we've tried everything else and nothing else has worked.""",yes,yes,sentence,neutral,
20030625_16_3,MR. KOS.,"""We are fortunate that at least right now we don't have those kinds of problems in the United States, so Vincent and I did not have to delve into that issue in our presentation.""",no,,,,
20031209_94_3,CHAIRMAN GREENSPAN.,"""If it is indeed is telling us something, it's obviously very important for policy.""",yes,,,,
20040128_223_6,CHAIRMAN GREENSPAN.,"""But the major problem is that they are not anything in particular because we haven't a clue what the underlying assumptions are.""",no,,,,
20040128_403_2,MR. STERN.,"""I support your recommendation on the rate and on the change in language.""",yes,yes,sentence,ambiguous,
20050322_245_6,MS. YELLEN.,"""I like the line 6 way of doing that.""",yes,yes,utterance,entailment,utterance
20060510_1_3,CHAIRMAN BERNANKE.,"""We still plan to have two full rounds of discussion, the first round on the economy and the outlook, and I hope we can complete that before the coffee break.""",no,,,,
20070131_262_8,MR. FISHER.,"""At some point we may need to tighten, but let's think of this as the migration from where we were in December.""",yes,yes,sentence,contradiction,sentence
20080318_149_2,MR. LOCKHART.,"""I came to the meeting preferring alternative B--50 basis points.""",yes,yes,sentence,contradiction,utterance
20080625_264_3,MR. PLOSSER.,"""The IMF went through an extraordinary study effort during the sovereign debt crisis and came up with some very important mechanisms for how to change the contracts that were being written by sovereign countries so as to avoid the IMF's having to step in and look for other solutions, which is, I think, along the same lines.""",yes,no,,,
19770118_31_2,CHAIRMAN BURNS.,"""The risk is the Bank of England declares itself bankrupt, and I think that risk is a minimal risk.""",yes,no,,,
19770118_233_10,MR. GRAMLEY.,"""That is the sort of thing we need to keep in mind and keep watching for over the next few months.""",yes,no,,,
19770118_300_2,MR. GRAMLEY.,"""We've been thinking about that in terms of financial market projections.""",no,,,,
19770621_49_9,MR. PARTEE.,"""And if you look at the hourly earnings index, why it seems to me the performance is really pretty good.""",yes,no,,,
19770719_25_2,MR. HOLMES.,"""It seems to me that one of the reasons that investment demand has been so sluggish in Germany""",yes,no,,,
19770816_101_2,MR. EASTBURN.,"""A couple meetings ago I reported on the sentiment of businessmen in our area, which of course is not the most vigorous area in the country, and it's one of concern and remains one of concern.""",no,,,,
19770920_85_13,MR. MORRIS.,"""So we're marginally more pessimistic.""",yes,no,,,
19771018_357_5,MR. PARDEE.,"""The Treasury's thinking at this stage is that it won't.""",no,,,,
19771220_156_3,MR. MAYO.,"""And we will be feeling our way.""",yes,,,,
19780516_67_2,MR. BLACK.,"""I was just wondering what odds you would put on an upward revision of that [Q1 GNP] from an actual decline to a positive figure.""",no,,,,
19780516_268_1,CHAIRMAN MILLER.,"""Well, hearing all that, let me see if I can come up with a proposal to be voted on.""",no,,,,
19780620_185_11,VICE CHAIRMAN VOLCKER.,"""That raises the question of what ranges we should put there.""",no,,,,
19780718_185_8,MR. WALLICH.,"""I can visualize, because of the very fact that NOW accounts have been talked about so widely nationally, that people would be prepared for them now and would be interested in taking advantage of them.""",yes,yes,utterance,contradiction,utterance
19780815_156_4,CHAIRMAN MILLER.,"""[our view] is that we're in that range and the other things are going to slow down the economy [but firms will] not discharge labor because apparently productivity is not going to [increase].""",yes,no,,,
19780815_184_1,MR. COLDWELL.,"""If I read the directive right--the way this is written on the back of page 13--you start moving the fed funds rate on a monetary aggregates approach [if growth is] significantly above or below the midpoint and on a money market when it's close to or beyond the upper or lower limits.""",no,,,,
19780919_92_1,MR. COLDWELL.,"""Also, I'm a little curious about your description of industrial production slowing when we're still getting more than 1/2 percent a month, having come off [unintelligible].""",yes,no,,,
19781121_63_1,MR. HOLMES.,"""It probably would be.""",yes,no,,,
19781121_99_1,MR. WINN.,"""On the business [side], you get a strange dichotomy.""",no,,,,
19790417_259_4,CHAIRMAN MILLER.,"""I think we can sell 4 to 8-1/2 percent on M2.""",yes,yes,sentence,contradiction,-200+ tokens
19790711_137_4,CHAIRMAN MILLER.,"""We are not rebasing; I think everyone understands that.""",no,,,,
19791006_149_2,MR. RICE.,"""I would like to see something like 9 percent on the low side and 15 to 16 percent on the high side.""",yes,yes,-5 sentences,neutral,-5 sentences
19791006_369_1,CHAIRMAN VOLCKER.,"""Oh, I said we would have to widen the ranges on the alternative""",no,,,,
19800109_433_3,MR. KICHLINE.,"""On the inflation side, curiously enough, the Board staff's forecast would be in the upper range of inflation rates of outside forecasts that I've seen for 1981.""",no,,,,
19800109_555_4,MR. WALLICH.,"""So if an unreasonable interest rate comes out, I reserve the [option] to evaluate that on its own terms.""",yes,yes,utterance,,
19800520_145_6,MR. KICHLINE.,"""So, our view is that one of the elements driving the saving rate down recently has been the surge in the relative prices of necessities; and individuals have been willing to let the savings side slip as an attempt to maintain their standard of living.""",yes,,,,
19801219_289_2,CHAIRMAN VOLCKER.,"""We are very close to the point, which is relevant even to our short-term decision, where these numbers are going to go all over the lot presumably.""",no,,,,
19801219_565_2,MR. GRAMLEY.,"""My whole point is--""",no,,,,
19801219_723_1,SPEAKER(?).,"""It was pretty good.""",yes,no,,,
19810331_211_2,VICE CHAIRMAN SOLOMON.,"""and then there might or might not be a need for another consultation.""",no,,,,
19810707_214_2,MR. PARTEE.,"""What Jim says is driving them is [the assumption of] a relatively small money supply expansion and [the staff forecast] has to force that on an economy with quite a lot of nominal GNP.""",no,,,,
19810818_535_1,MR. PARTEE.,"""No, I haven't changed my mind.""",yes,no,,,
19811006_104_4,CHAIRMAN VOLCKER.,"""[They think] the course is certainly the right one.""",no,,,,
19811006_159_6,MR. SCHULTZ.,"""That was exactly the [sentiment]: I'm dying, what are you doing to me?""",no,,,,
19811117_641_1,CHAIRMAN VOLCKER.,"""We keep promising these short-term results that we don't get.""",no,,,,
19811222_230_4,CHAIRMAN VOLCKER.,"""But the discrepancies in the numbers were even larger than we had.""",no,,,,
19820202_521_9,CHAIRMAN VOLCKER.,"""If it began declining further, we might well [respond].""",yes,yes,utterance,contradiction,utterance
19820330_211_2,MR. KEEHN.,"""Whether they can or not I don't know, because the attitude between management and the UAW, as you know, is very poor there.""",no,,,,
19820330_266_5,MR. AXILROD.,"""But the quarterly model, which is of course often wrong, would suggest growth at these interest rates also.""",no,,,,
19820330_295_10,MR. BALLES.,"""I'd like to hear how the staff would answer that question.""",yes,,,,
19820518_150_7,MR. BOEHNE.,"""One of the things that seems to be at work here is that they see a longer-term deterioration of their competitive position going out into '83, '84, '85, and '86.""",no,,,,
19820701_340_1,VICE CHAIRMAN SOLOMON.,"""If we started with $300 million borrowing, that would be a very sudden move, not a gradual one.""",yes,yes,-5 sentences,,
19820701_694_1,MR. GRAMLEY.,"""If we were so fortunate as to see interest rates decline also, there would be the usual lag in the downward adjustment of yields on money market mutual funds and hence a tendency for [funds to move] into those from market instruments, which would help keep the M2 numbers up.""",yes,yes,sentence,contradiction,sentence
19830209_314_1,MR. AXILROD.,"""A general point I made earlier in the evening, Mr. Chairman, was that whether you look at velocity contemporaneously or lagged, there is a marked change in the behavior of velocity in '82 relative to historical experience.""",no,,,,
19830209_422_1,MR. AXILROD.,"""But it is of interest, Mr. Chairman, that a lot of the slide occurred when interest rates were going up cyclically.""",yes,yes,sentence,neutral,sentence
19830209_1001_2,CHAIRMAN VOLCKER.,"""but we'd do it with a lower discount rate.""",yes,,,,
19830209_1025_5,CHAIRMAN VOLCKER.,"""We can just say that.""",yes,yes,utterance,,utterance
19830329_447_1,MR. CORRIGAN.,"""I won't make the case, but--""",no,,,,
19830524_486_3,CHAIRMAN VOLCKER.,"""but that's the substantive thing.""",yes,,,,
19830524_504_2,CHAIRMAN VOLCKER.,"""The fact is we haven't got much restraint.""",no,,,,
19830713_486_2,MR. WALLICH.,"""And [if] we ignore it, we're losing credibility as well as probably [unintelligible].""",yes,yes,utterance,,
19830713_766_1,CHAIRMAN VOLCKER.,"""Well, that depends upon what we do here, I guess.""",yes,yes,utterance,entailment,utterance
19831115_705_3,CHAIRMAN VOLCKER.,"""But 5 to 6 percent is all right with me.""",yes,no,,,
19831220_450_4,CHAIRMAN VOLCKER.,"""What we're talking about is that this snugging up, if that is the right term, might well come about early in January.""",no,,,,
19840131_524_3,CHAIRMAN VOLCKER.,"""And the Senate committee isn't very happy about--""",no,,,,
19840327_5_2,CHAIRMAN VOLCKER.,"""We have two more, I think.""",no,,,,
19840327_561_2,CHAIRMAN VOLCKER.,"""But I will accept any comments anyone wants to make here as to how one manages one's affairs in the interim.""",no,,,,
19840327_835_3,CHAIRMAN VOLCKER.,"""But could I at least assume by my very modest statement that if by some development the borrowing turned out to be quite consistent with a 9-3/4 percent federal funds rate, that we haven't got enough borrowing?""",no,,,,
19840327_1033_1,VICE CHAIRMAN SOLOMON.,"""If we follow the Chairman's suggestion on the directive as shown on the paper he passed out, we would be encouraging an increased emphasis on weekly volatility.""",yes,,,,
19840717_351_2,MR. CORRIGAN.,"""In my mind, to the extent that nominal GNP grows faster than that, it would increase the likelihood that more of it would be prices and less of it would be real.""",yes,yes,utterance,,
19841002_244_3,MS. SEGER.,"""Also, as I mentioned earlier, the economy is definitely slowing.""",yes,yes,utterance,contradiction,utterance
19841002_329_5,CHAIRMAN VOLCKER.,"""Then, we'd put in the sentence with basically the alternative B""",no,,,,
19850710_73_3,MR. BOEHNE.,"""I can visualize something slower than this; I can even visualize a recession over this time horizon.""",yes,no,,,
19851105_86_1,MR. BLACK.,"""I may be too old for that!""",no,,,,
19851105_386_1,MR. BLACK.,"""If you are right, Pres, you have just changed my whole view.""",yes,yes,-5 sentences,,
19860212_46_7,MR. KICHLINE.,"""Our best sense is that we will get some of the direct effects""",yes,no,,,
19860212_47_1,MR. PARRY.,"""I like your model forecast.""",yes,no,,,
19860212_105_2,MR. KICHLINE.,"""The difference is a tenth and when push comes to shove, to be consistent with the Administration, at the end of the report we will just add a tenth to whatever anybody gives us.""",no,,,,
19860709_189_2,MR. MORRIS.,"""We should say we are going to monitor M1 and we are going to monitor debt, but we are not going to set ranges for either of them.""",yes,yes,sentence,,
19861216_264_1,MR. BLACK.,"""I was going to ask Mr. Kohn what he thinks it ought to be.""",no,,,,
19861216_362_2,MR. JOHNSON.,"""One would be associated with stable interest rates and the other would be associated with volatile interest rates.""",no,,,,
19870211_293_3,MR. STERN.,"""But our model also has a somewhat stronger picture of the economy than the Greenbook forecast; if you were to plug in something akin to the Greenbook forecast I think you'd get something comfortably within that alternative II range for M2.""",yes,yes,sentence,ambiguous,
19870211_767_3,MR. ANGELL.,"""I don't know where we would begin.""",no,,,,
19870519_137_1,CHAIRMAN VOLCKER.,"""We seem to have disagreements about some facts and analysis.""",no,,,,
19870707_198_1,MR. KEEHN.,"""I also have a question about the consumption expenditures, which I think look on the low side, particularly for 1988.""",yes,no,,,
19870922_149_6,MR. KEEHN.,"""Employment, for example, is very consistent with the national numbers.""",no,,,,
19871103_314_1,MR. KELLEY.,"""No, that's an important difference.""",yes,no,,,
19871216_169_1,MR. JOHNSON.,"""I understand what you said, but the only question I have is: If there is a seasonal component to seasonal borrowing of any sort, why have it in there?""",no,,,,
19871216_361_1,MR. MORRIS.,"""But it was a politically determined structure of reserve requirements.""",no,,,,
19871216_728_3,MR. MORRIS.,"""With regard to operating procedures, I would stay with our current stance of trying to stabilize the funds rate over the next few weeks in the 6-3/4 - 6-7/8 percent area.""",yes,yes,sentence,contradiction,utterance
19871216_730_8,MR. JOHNSON.,"""I have no real borrowing number because I don't see how we can decide on that.""",yes,yes,sentence,contradiction,utterance
19880630_342_2,CHAIRMAN GREENSPAN.,"""What Jerry is recommending is that we are actually stating the targets--specifically, alternative III--and instead of having some language around it about uncertainty and how the targets may be changed, that we stipulate that henceforth, starting in July 1989, we would assume that the then-current ranges would be automatically extended into the subsequent year but be subject to review in February.""",no,,,,
19890208_248_2,MR. BLACK.,"""But I was just thinking about the correct thing to do [according to the Act], not what Congress wanted [in July].""",yes,,,,
19890516_140_4,MR. PRELL.,"""And we end up with a lower unemployment rate and eliminate most of that slack that would otherwise emerge.""",no,,,,
19891219_58_1,MR. PRELL.,"""Let me just say, and Larry referred to this, that we have had underway a comprehensive examination of this issue; had it not been for the overload we reached when you requested this briefing, we would have had it done by now.""",yes,no,,,
19900207_205_9,MR. HOSKINS.,"""and then we'll move our target ranges down to match it.""",no,,,,
19900207_277_2,CHAIRMAN GREENSPAN.,"""and then we'll put on the table a rule in which this Committee can make that judgment as to how we record this.""",no,,,,
19900327_664_1,MR. ANGELL.,"""Now we're claiming that is an open market operation, as I understand it.""",no,,,,
19900515_118_13,MR. KELLEY.,"""That's clearly slow; it could reaccelerate.""",yes,yes,utterance,contradiction,utterance
19900703_233_3,VICE CHAIRMAN CORRIGAN.,"""So, it's not just a kind of accounting change.""",no,,,,
19901002_242_5,MR. TRUMAN.,"""We probably would get some adjustment.""",yes,yes,,,
19901218_240_6,MR. MELZER.,"""I think we could establish a 7 percent funds rate by Friday and then just have a technical adjustment [in the discount rate] and use the appropriate language for that.""",yes,yes,sentence,contradiction,utterance
19910206_177_1,MR. STERNLIGHT.,"""Quite well.""",yes,,,,
19910206_441_3,MS. SEGER.,"""Both auto sales and production in my judgment are going to be a disaster in this quarter and right now I can't think what is going to bring them off the floor in the next quarter.""",yes,yes,utterance,contradiction,utterance
19910820_127_4,MR. BLACK.,"""then we can go into these things.""",no,,,,
19910820_198_7,MR. KELLEY.,"""And certainly all of economic history and the thrust of analysis will tell us that a double-dip is unlikely.""",yes,yes,,,
19911217_40_8,MR. SYRON.,"""but I'm just curious.""",no,,,,
19911217_164_2,CHAIRMAN GREENSPAN.,"""I'm sorry if there was any confusion.""",no,,,,
19920205_111_8,MR. BLACK.,"""But on the other side of that, I think the substantial further easing in monetary policy we engineered in November-December could easily produce a more rapid recovery than we are expecting here, particularly if a fiscal package is enacted early in the year or relatively early in the year.""",yes,yes,sentence,contradiction,
19920701_266_9,MR. MULLINS.,"""What we lose is that we muddle the signal.""",yes,yes,utterance,,
19920818_167_3,MR. JORDAN.,"""Peter tried to explain this to me, too, and I simply don't understand it.""",no,,,,
19921117_70_2,MR. MELZER.,"""The statistics or anecdotal information we have suggest that the Eighth District is growing modestly more rapidly than the rest of the country, but there are no really dramatic changes.""",no,,,,
19921117_345_2,MR. MCDONOUGH.,"""We let the market assume that we've eased.""",no,,,,
19921222_126_1,CHAIRMAN GREENSPAN.,"""We didn't appreciate it.""",yes,no,,,
19921222_127_1,MR. MULLINS.,"""We didn't appreciate it.""",yes,,,,
19930203_133_14,MR. SYRON.,"""Now, we think in a simple two-sector model a lot of this stuff was produced in the defense sector and it wasn't entering the measurements for consumer prices anyway.""",yes,,,,
19930203_260_12,MR. MULLINS.,"""We are jointly targeting M2 and velocity, which suggests to me that we're implicitly targeting nominal GDP.""",yes,yes,sentence,contradiction,utterance
19930518_15_16,CHAIRMAN GREENSPAN.,"""But it came out pretty well.""",yes,no,,,
19940322_128_1,MR. LINDSEY.,"""Mike, I note that in the forecast there is a roll-back at the long end of about 1/2 percentage point, but suppose that doesn't happen.""",no,,,,
19940706_470_4,MR. FORRESTAL.,"""This is not to deny in any sense that there may not be some inflationary pressures that are building.""",yes,yes,utterance,contradiction,utterance
19940816_78_1,MR. PRELL.,"""Well, we are talking about rather small differences.""",yes,yes,utterance,,
19950201_962_12,CHAIRMAN GREENSPAN.,"""I see that Larry Lindsey is shaking his head as I am talking.""",no,,,,
19950706_264_9,MR. STERN.,"""Another related and important issue has to do with public support for any objective that we adopt, whether it is mandated by statute or we do it ourselves.""",yes,,,,
19950706_270_2,MR. MELZER.,"""The more leadership we exercise in this, the better off we are going to be in terms of the ultimate outcome.""",yes,no,,,
19960521_211_8,MS. MINEHAN.,"""Does a price stability goal mean holding the line where we are and taking advantage of opportunities to get inflation lower, or does it mean some forward-looking policy to drive inflation down with all that implies about how we measure it.""",no,,,,
19960703_337_1,MS. PHILLIPS.,"""But focusing on GDP, you are still going to be addressing the question of an external oil shock.""",no,,,,
19970205_310_1,CHAIRMAN GREENSPAN.,"""As soon as we start to use it in that context, then when M2 starts to grow at a far slower rate, though we may not think that means anything, we have put it in play and the devil will come back to collect his dues.""",yes,yes,sentence,neutral,-5 sentences
19970702_184_9,CHAIRMAN GREENSPAN.,"""That is effectively what our argument is, and it is the right argument.""",yes,yes,utterance,,utterance
19980701_28_3,MR. TRUMAN.,"""In fact, that is part of the argument.""",no,,,,
19980929_279_2,VICE CHAIRMAN MCDONOUGH.,"""I do not know the answer at this point.""",no,,,,
19981117_94_16,MR. FISHER.,"""And as you and I were discussing before the meeting, it will only get worse next year in the Y2K environment.""",yes,no,,,
19981117_147_1,MR. FISHER.,"""I have two other items, which I hope can go a little more quickly.""",yes,no,,,
19990330_60_8,MR. BOEHNE.,"""There is, to be sure, some upward pressure on wages, but productivity gains and cost-cutting are acting as effective offsets.""",no,,,,
19991221_32_1,MR. PARRY.,"""Mike, I thought the section in the Greenbook on alternative simulations was particularly interesting, especially the comparison between the baseline and the flat funds rate scenario.""",yes,yes,sentence,neutral,sentence
